Sex,Length,Diameter,Height,Whole weight,Whole weight.1,Whole weight.2,Shell weight,Rings
2,0.31,0.225,0.075,0.1485,0.0585,0.0335,0.05,8
1,0.605,0.48,0.16,1.0645,0.439,0.2095,0.325,15
1,0.495,0.37,0.125,0.5785,0.2065,0.1335,0.151,10
1,0.565,0.49,0.165,1.053,0.458,0.268,0.3,12
2,0.26,0.19,0.075,0.1275,0.0545,0.0235,0.03,6
0,0.555,0.44,0.13,0.7915,0.3915,0.1445,0.22,9
1,0.68,0.56,0.2,1.858,0.8455,0.3665,0.595,12
0,0.49,0.39,0.11,0.4925,0.2395,0.088,0.1595,8
0,0.525,0.405,0.14,0.7385,0.282,0.1785,0.235,11
2,0.45,0.335,0.105,0.362,0.1575,0.0665,0.105,8
2,0.47,0.35,0.11,0.478,0.2405,0.081,0.1065,7
0,0.57,0.455,0.165,1.059,0.398,0.197,0.36,14
2,0.475,0.365,0.105,0.4175,0.1645,0.099,0.127,8
0,0.565,0.45,0.145,0.9265,0.3525,0.2005,0.32,16
1,0.53,0.455,0.155,0.9685,0.4235,0.2255,0.27,9
2,0.26,0.185,0.075,0.1185,0.023,0.0235,0.0415,6
1,0.655,0.525,0.165,1.437,0.633,0.2985,0.475,12
0,0.525,0.4,0.12,0.717,0.282,0.1725,0.195,10
2,0.45,0.35,0.105,0.4155,0.1695,0.081,0.123,8
0,0.485,0.355,0.125,0.4775,0.2125,0.0885,0.14,9
2,0.495,0.38,0.12,0.536,0.1895,0.135,0.155,10
1,0.62,0.48,0.165,1.336,0.6805,0.259,0.3245,10
1,0.61,0.49,0.165,1.3315,0.6575,0.2465,0.3465,10
2,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,9
2,0.31,0.225,0.08,0.1295,0.0545,0.0265,0.04,5
0,0.685,0.525,0.205,1.756,0.637,0.4015,0.4055,11
2,0.4,0.315,0.125,0.407,0.1765,0.0865,0.091,9
1,0.595,0.47,0.145,0.9885,0.3795,0.2375,0.27,13
1,0.45,0.35,0.12,0.4905,0.2025,0.1145,0.135,8
2,0.36,0.275,0.1,0.2715,0.1165,0.05,0.08,6
2,0.28,0.21,0.075,0.0975,0.036,0.019,0.03,6
0,0.69,0.555,0.165,1.6125,0.5055,0.2975,0.475,17
1,0.575,0.42,0.14,0.857,0.4205,0.1835,0.21,9
0,0.57,0.45,0.175,0.9355,0.3475,0.1805,0.355,16
1,0.64,0.52,0.195,1.676,0.4415,0.3265,0.47,11
0,0.64,0.525,0.18,1.288,0.6255,0.2735,0.315,9
2,0.23,0.175,0.065,0.0645,0.0215,0.008,0.02,3
2,0.49,0.385,0.12,0.624,0.3035,0.1265,0.169,9
0,0.625,0.515,0.155,1.273,0.6535,0.213,0.365,11
2,0.52,0.4,0.135,0.7455,0.3395,0.1415,0.2075,9
2,0.44,0.335,0.11,0.4095,0.1715,0.0925,0.143,7
2,0.36,0.275,0.095,0.22,0.094,0.035,0.0885,8
1,0.68,0.53,0.17,1.3555,0.639,0.2305,0.369,10
2,0.565,0.465,0.135,0.8145,0.3515,0.159,0.225,9
0,0.575,0.45,0.145,0.974,0.44,0.1735,0.26,10
1,0.455,0.355,0.135,0.441,0.1515,0.0945,0.125,9
1,0.61,0.47,0.16,1.0055,0.4675,0.2165,0.2875,11
0,0.61,0.495,0.155,1.0915,0.4415,0.1965,0.4405,15
0,0.505,0.385,0.135,0.5885,0.275,0.123,0.175,9
1,0.52,0.405,0.135,0.627,0.2645,0.1415,0.1855,10
0,0.585,0.455,0.185,0.991,0.3575,0.2385,0.2415,8
1,0.645,0.51,0.19,1.402,0.6355,0.3525,0.3725,12
0,0.585,0.465,0.145,0.871,0.3945,0.1715,0.275,9
2,0.345,0.255,0.07,0.1455,0.051,0.017,0.05,6
2,0.615,0.455,0.13,1.098,0.4985,0.228,0.264,11
1,0.535,0.42,0.15,0.7305,0.3135,0.1455,0.225,9
0,0.54,0.42,0.165,1.0835,0.451,0.2385,0.274,9
2,0.46,0.35,0.11,0.466,0.1845,0.099,0.11,8
1,0.595,0.46,0.135,1.0375,0.392,0.2195,0.27,13
0,0.595,0.475,0.195,1.0965,0.419,0.229,0.37,14
2,0.455,0.345,0.11,0.4085,0.1635,0.0915,0.13,8
2,0.31,0.24,0.07,0.1605,0.0675,0.0345,0.045,5
0,0.665,0.515,0.155,1.3845,0.6615,0.288,0.38,10
0,0.415,0.315,0.095,0.3465,0.156,0.0655,0.094,8
2,0.235,0.175,0.055,0.099,0.0265,0.0185,0.0105,3
0,0.575,0.415,0.15,0.8115,0.3605,0.176,0.245,9
0,0.44,0.34,0.125,0.4075,0.1395,0.0945,0.16,12
1,0.545,0.41,0.135,0.6855,0.2945,0.145,0.205,12
1,0.71,0.56,0.17,1.614,0.743,0.2925,0.4525,10
1,0.58,0.47,0.165,1.1325,0.488,0.2355,0.3115,12
1,0.58,0.475,0.155,0.891,0.3845,0.2385,0.265,13
2,0.215,0.135,0.05,0.04,0.0075,0.006,0.009,4
2,0.515,0.39,0.125,0.549,0.2595,0.096,0.1675,7
0,0.58,0.46,0.145,1.0485,0.5305,0.2195,0.2515,8
2,0.285,0.24,0.055,0.179,0.055,0.0255,0.05,6
1,0.575,0.435,0.155,0.9765,0.322,0.2155,0.295,13
1,0.48,0.38,0.135,0.7635,0.3,0.1795,0.185,9
0,0.545,0.455,0.165,0.8945,0.346,0.2035,0.32,13
0,0.59,0.47,0.14,1.137,0.4605,0.28,0.296,11
0,0.63,0.495,0.15,1.3465,0.68,0.297,0.3095,11
0,0.64,0.5,0.165,1.2895,0.5805,0.2785,0.365,9
2,0.37,0.275,0.095,0.2225,0.0975,0.0455,0.075,6
2,0.325,0.24,0.09,0.157,0.0675,0.034,0.048,5
0,0.545,0.435,0.155,1.133,0.5305,0.2275,0.295,10
0,0.64,0.505,0.19,1.3305,0.4865,0.3235,0.44,16
1,0.645,0.525,0.215,1.5265,0.664,0.3865,0.4085,13
1,0.66,0.525,0.2,1.463,0.6525,0.2995,0.422,10
0,0.72,0.55,0.185,1.8275,0.908,0.389,0.386,10
0,0.575,0.45,0.14,0.958,0.4095,0.227,0.244,10
1,0.68,0.53,0.17,1.4075,0.6295,0.2965,0.42,13
2,0.43,0.345,0.11,0.406,0.1645,0.0855,0.135,8
1,0.565,0.44,0.135,0.9285,0.302,0.1805,0.3,9
0,0.56,0.45,0.145,0.9205,0.4125,0.1965,0.3,11
0,0.525,0.4,0.125,0.5795,0.2695,0.115,0.185,9
0,0.485,0.38,0.12,0.608,0.297,0.1395,0.15,8
1,0.43,0.34,0.12,0.4385,0.1765,0.082,0.125,8
0,0.655,0.59,0.195,2.0805,0.939,0.3435,0.58,17
1,0.645,0.51,0.175,1.382,0.611,0.3315,0.3725,10
1,0.635,0.5,0.165,1.0795,0.433,0.1745,0.357,9
0,0.575,0.44,0.16,0.955,0.3485,0.201,0.27,14
1,0.56,0.425,0.145,0.971,0.443,0.1845,0.265,16
2,0.17,0.105,0.03,0.046,0.025,0.0035,0.005,5
2,0.44,0.35,0.13,0.4495,0.181,0.0945,0.136,8
1,0.645,0.52,0.195,1.47,0.5845,0.343,0.475,10
0,0.56,0.43,0.13,0.7575,0.3395,0.1795,0.201,8
1,0.565,0.44,0.135,0.9285,0.4015,0.227,0.23,9
1,0.6,0.475,0.16,1.137,0.564,0.2235,0.3095,10
1,0.545,0.45,0.16,0.728,0.3365,0.1495,0.2175,11
0,0.58,0.455,0.14,0.908,0.4035,0.177,0.26,8
1,0.61,0.465,0.185,1.072,0.4455,0.2405,0.375,14
0,0.645,0.5,0.16,1.3475,0.4965,0.3265,0.41,15
0,0.47,0.35,0.11,0.4195,0.1785,0.087,0.13,9
1,0.55,0.44,0.17,0.974,0.3685,0.1935,0.34,16
1,0.625,0.495,0.17,1.081,0.4795,0.207,0.3185,11
1,0.595,0.47,0.15,0.9685,0.4115,0.2245,0.2405,9
0,0.695,0.51,0.16,1.6605,0.6645,0.396,0.475,11
0,0.45,0.35,0.135,0.5135,0.2565,0.1045,0.1325,9
0,0.57,0.47,0.145,0.797,0.33,0.19,0.247,7
2,0.535,0.4,0.125,0.7285,0.369,0.1665,0.19,8
0,0.575,0.445,0.145,0.981,0.49,0.1815,0.27,11
1,0.555,0.465,0.155,0.974,0.419,0.2165,0.315,10
1,0.575,0.46,0.17,1.0705,0.4315,0.2385,0.305,10
0,0.6,0.48,0.16,1.13,0.4565,0.267,0.329,11
0,0.6,0.465,0.17,1.0915,0.4605,0.228,0.33,15
1,0.51,0.4,0.135,0.7175,0.2895,0.1525,0.195,13
1,0.63,0.47,0.165,1.1115,0.5445,0.2555,0.305,10
2,0.295,0.23,0.07,0.151,0.0405,0.0215,0.03,6
0,0.615,0.555,0.185,1.4385,0.545,0.2675,0.465,20
1,0.6,0.45,0.15,1.031,0.5045,0.24,0.253,8
0,0.425,0.34,0.115,0.4355,0.1905,0.0795,0.1,9
1,0.67,0.52,0.165,1.4155,0.6595,0.3275,0.343,9
2,0.46,0.345,0.11,0.4135,0.2025,0.056,0.106,7
2,0.575,0.45,0.135,0.8145,0.403,0.1715,0.203,8
2,0.5,0.39,0.11,0.5965,0.26,0.1285,0.16,9
1,0.525,0.41,0.12,0.6335,0.2785,0.146,0.1785,9
0,0.45,0.37,0.125,0.537,0.222,0.1215,0.1345,8
1,0.575,0.45,0.15,0.974,0.4575,0.2035,0.285,9
1,0.58,0.445,0.135,0.982,0.4295,0.199,0.27,8
0,0.57,0.425,0.14,0.839,0.3795,0.187,0.2385,9
0,0.685,0.515,0.175,1.5945,0.6995,0.3515,0.4,8
1,0.525,0.4,0.14,0.742,0.2775,0.1645,0.19,9
1,0.65,0.52,0.185,1.494,0.7245,0.2995,0.406,11
0,0.57,0.435,0.17,0.8705,0.3345,0.1625,0.27,15
1,0.55,0.435,0.135,0.9685,0.3155,0.2185,0.29,18
0,0.64,0.525,0.18,1.3135,0.4935,0.2565,0.465,11
0,0.545,0.435,0.11,0.834,0.3845,0.158,0.22,8
2,0.395,0.295,0.09,0.2845,0.115,0.06,0.085,7
2,0.365,0.26,0.105,0.2225,0.097,0.049,0.065,6
1,0.6,0.45,0.175,1.153,0.503,0.2505,0.295,10
0,0.745,0.585,0.18,1.9125,0.9125,0.427,0.446,10
0,0.5,0.4,0.15,0.7605,0.2135,0.179,0.24,15
0,0.56,0.395,0.135,0.737,0.369,0.1475,0.195,9
1,0.62,0.49,0.145,0.8685,0.405,0.1905,0.2725,10
2,0.45,0.34,0.105,0.4195,0.164,0.0785,0.1295,7
1,0.635,0.5,0.165,1.213,0.531,0.2735,0.3345,9
2,0.435,0.325,0.105,0.397,0.1695,0.0825,0.098,7
1,0.525,0.41,0.11,0.7085,0.3135,0.185,0.195,10
1,0.63,0.515,0.17,1.4265,0.6605,0.3325,0.37,9
0,0.695,0.525,0.175,1.7005,0.8255,0.362,0.405,9
0,0.66,0.525,0.19,1.4995,0.6285,0.374,0.418,11
2,0.295,0.215,0.075,0.126,0.0515,0.0265,0.04,7
2,0.23,0.17,0.055,0.0685,0.0285,0.0185,0.02,4
0,0.56,0.45,0.145,0.9025,0.3345,0.2075,0.285,13
1,0.62,0.495,0.16,1.286,0.566,0.3135,0.355,11
1,0.575,0.465,0.15,0.9505,0.48,0.2,0.2615,9
0,0.6,0.47,0.165,1.1785,0.5265,0.238,0.2945,9
2,0.47,0.375,0.11,0.4335,0.2075,0.0745,0.13,9
1,0.58,0.435,0.13,0.9745,0.4615,0.2085,0.19,9
2,0.485,0.37,0.105,0.4775,0.2,0.099,0.15,8
0,0.555,0.43,0.14,0.7665,0.325,0.15,0.215,9
0,0.47,0.355,0.12,0.4775,0.2145,0.1055,0.15,7
0,0.605,0.485,0.195,1.3305,0.4865,0.2445,0.41,18
1,0.525,0.43,0.135,0.741,0.3445,0.1615,0.2155,10
0,0.57,0.445,0.15,0.9525,0.436,0.1945,0.2385,10
2,0.29,0.235,0.045,0.0845,0.035,0.017,0.019,5
1,0.57,0.45,0.165,0.903,0.3305,0.1845,0.35,16
2,0.425,0.315,0.1,0.3675,0.1865,0.0785,0.081,7
2,0.38,0.275,0.09,0.2255,0.08,0.049,0.085,7
0,0.505,0.39,0.115,0.616,0.251,0.117,0.185,10
2,0.33,0.23,0.07,0.1485,0.0585,0.0255,0.046,5
1,0.415,0.325,0.105,0.3545,0.151,0.081,0.11,8
0,0.67,0.515,0.21,1.7395,0.546,0.2785,0.455,13
2,0.45,0.325,0.1,0.3715,0.1765,0.0785,0.105,8
0,0.745,0.575,0.21,2.032,0.933,0.44,0.5335,11
2,0.525,0.41,0.155,0.8065,0.3025,0.1415,0.25,8
1,0.555,0.45,0.165,0.778,0.322,0.1565,0.235,12
0,0.56,0.45,0.145,0.7775,0.303,0.1365,0.2565,13
2,0.545,0.42,0.14,0.702,0.2945,0.1275,0.2,14
0,0.435,0.325,0.095,0.3045,0.128,0.0755,0.0945,7
0,0.64,0.515,0.155,1.4005,0.726,0.2905,0.345,9
2,0.425,0.315,0.1,0.3245,0.1525,0.0585,0.095,7
0,0.595,0.475,0.15,0.957,0.4,0.1905,0.325,16
0,0.39,0.28,0.105,0.635,0.352,0.1585,0.1035,7
2,0.515,0.415,0.135,0.636,0.2555,0.144,0.1765,9
0,0.56,0.47,0.135,0.9365,0.434,0.184,0.277,9
0,0.68,0.52,0.175,1.5165,0.5985,0.3255,0.37,10
1,0.47,0.375,0.125,0.5605,0.2025,0.1175,0.17,13
1,0.585,0.465,0.15,0.98,0.4625,0.2195,0.27,8
0,0.525,0.41,0.13,0.769,0.3365,0.1505,0.201,8
2,0.295,0.2,0.07,0.1075,0.0365,0.0245,0.03,6
2,0.585,0.455,0.15,0.893,0.3435,0.171,0.3,15
0,0.695,0.53,0.195,1.5165,0.6845,0.3325,0.3685,11
2,0.575,0.44,0.16,0.9415,0.3585,0.2145,0.27,14
0,0.55,0.425,0.16,0.922,0.3435,0.2065,0.315,20
1,0.39,0.31,0.1,0.3345,0.151,0.0625,0.0935,8
2,0.42,0.32,0.125,0.487,0.186,0.1345,0.135,13
2,0.52,0.405,0.12,0.6965,0.302,0.1935,0.2,8
0,0.6,0.455,0.14,1.035,0.3675,0.2195,0.26,13
0,0.56,0.45,0.17,0.8565,0.381,0.156,0.275,10
0,0.58,0.45,0.145,0.7895,0.343,0.159,0.25,10
0,0.575,0.445,0.14,0.857,0.4235,0.1725,0.22,9
0,0.505,0.385,0.125,0.6355,0.3225,0.1055,0.175,8
1,0.605,0.48,0.15,1.0185,0.4935,0.2355,0.2845,9
2,0.535,0.4,0.145,0.625,0.3045,0.1295,0.17,8
0,0.51,0.405,0.14,0.7315,0.234,0.1415,0.2235,14
0,0.59,0.46,0.145,0.9455,0.4115,0.1915,0.265,10
2,0.4,0.31,0.1,0.2885,0.115,0.0635,0.085,8
0,0.675,0.535,0.22,1.597,0.6275,0.297,0.47,17
0,0.52,0.4,0.13,0.6355,0.2535,0.1465,0.185,12
0,0.575,0.45,0.15,0.873,0.4025,0.2025,0.23,9
0,0.6,0.475,0.14,0.8975,0.3275,0.196,0.27,12
1,0.535,0.46,0.14,0.9795,0.453,0.195,0.2615,10
1,0.565,0.455,0.145,0.903,0.4055,0.1825,0.265,9
2,0.475,0.355,0.11,0.4775,0.2175,0.095,0.1435,7
1,0.565,0.415,0.145,0.9065,0.3035,0.2195,0.32,13
2,0.43,0.315,0.1,0.3335,0.1545,0.0795,0.085,8
0,0.615,0.47,0.155,1.1745,0.5755,0.274,0.2875,10
1,0.575,0.46,0.155,0.853,0.3595,0.1795,0.28,12
1,0.61,0.485,0.16,1.2255,0.5075,0.2715,0.36,12
2,0.255,0.185,0.055,0.096,0.0475,0.0195,0.025,5
2,0.36,0.27,0.08,0.18,0.0715,0.0475,0.054,7
1,0.58,0.47,0.165,1.056,0.3795,0.2185,0.32,13
0,0.57,0.425,0.13,0.849,0.3785,0.208,0.202,8
0,0.59,0.46,0.14,0.977,0.4525,0.227,0.235,13
1,0.59,0.46,0.15,0.9685,0.4635,0.2145,0.2485,9
2,0.375,0.29,0.09,0.2665,0.118,0.0525,0.075,6
0,0.605,0.47,0.175,1.37,0.581,0.2945,0.33,10
0,0.52,0.41,0.11,0.6125,0.248,0.1425,0.21,8
1,0.655,0.505,0.165,1.27,0.6035,0.262,0.335,9
1,0.665,0.525,0.21,1.644,0.821,0.3395,0.4275,10
1,0.625,0.515,0.19,1.3125,0.5845,0.3155,0.3785,10
2,0.55,0.425,0.14,0.8495,0.38,0.1695,0.2295,9
1,0.66,0.52,0.195,1.548,0.6565,0.318,0.43,12
0,0.535,0.415,0.135,0.879,0.348,0.2095,0.285,10
1,0.58,0.445,0.13,0.8245,0.3395,0.2175,0.2325,10
0,0.58,0.45,0.165,1.065,0.52,0.199,0.2885,10
0,0.575,0.455,0.14,0.8395,0.3695,0.1605,0.2725,17
0,0.5,0.4,0.145,0.9445,0.3245,0.229,0.265,14
2,0.51,0.4,0.13,0.7665,0.347,0.1585,0.21,12
1,0.47,0.365,0.14,0.501,0.1615,0.115,0.16,10
0,0.62,0.51,0.185,1.2915,0.5205,0.318,0.375,12
1,0.6,0.46,0.165,0.9515,0.3685,0.227,0.345,12
0,0.55,0.42,0.14,0.8175,0.3575,0.1435,0.24,10
1,0.61,0.48,0.165,1.247,0.59,0.2455,0.31,11
2,0.32,0.23,0.08,0.179,0.0615,0.0395,0.0475,6
0,0.695,0.55,0.175,1.4985,0.6525,0.3115,0.3965,11
0,0.48,0.37,0.1,0.439,0.1805,0.1035,0.1305,9
1,0.55,0.425,0.14,0.8145,0.3945,0.1965,0.1965,8
0,0.565,0.44,0.165,0.903,0.313,0.19,0.295,15
2,0.4,0.3,0.09,0.2985,0.138,0.06,0.0885,8
0,0.53,0.44,0.16,0.8945,0.319,0.139,0.245,13
2,0.205,0.155,0.045,0.0425,0.017,0.005,0.0065,4
0,0.53,0.425,0.155,0.7175,0.302,0.1645,0.214,7
1,0.575,0.465,0.18,1.162,0.402,0.29,0.39,16
2,0.535,0.42,0.125,0.6545,0.2815,0.1595,0.21,10
1,0.575,0.455,0.13,0.9455,0.4275,0.2035,0.23,9
0,0.4,0.24,0.09,0.205,0.093,0.038,0.045,6
2,0.46,0.355,0.11,0.4105,0.181,0.0835,0.14,16
0,0.67,0.52,0.165,1.139,0.5395,0.2705,0.292,11
2,0.455,0.345,0.115,0.497,0.2365,0.094,0.1265,9
2,0.47,0.36,0.125,0.4425,0.2015,0.0925,0.1295,9
0,0.66,0.525,0.18,1.8375,0.7265,0.3525,0.575,18
1,0.72,0.565,0.19,2.273,1.095,0.4265,0.503,11
0,0.625,0.46,0.125,0.874,0.3485,0.173,0.27,9
0,0.52,0.395,0.17,0.6555,0.2385,0.137,0.235,12
0,0.555,0.42,0.185,0.8465,0.336,0.1815,0.245,13
2,0.53,0.42,0.13,0.717,0.3155,0.1315,0.172,8
1,0.6,0.465,0.15,1.0465,0.4755,0.2275,0.28,10
1,0.56,0.435,0.155,0.857,0.3435,0.174,0.255,11
0,0.53,0.425,0.13,0.844,0.3475,0.16,0.275,20
1,0.635,0.525,0.175,1.39,0.6675,0.3045,0.405,11
2,0.49,0.365,0.115,0.543,0.2395,0.1255,0.14,8
1,0.71,0.59,0.19,1.726,0.6805,0.3725,0.54,15
1,0.515,0.425,0.14,0.873,0.3155,0.1505,0.25,10
2,0.475,0.355,0.1,0.4935,0.2205,0.102,0.135,7
1,0.6,0.48,0.13,1.053,0.4305,0.2245,0.32,9
2,0.27,0.205,0.065,0.1075,0.044,0.0205,0.0285,6
1,0.61,0.49,0.16,1.2495,0.5605,0.3275,0.355,9
1,0.51,0.395,0.125,0.8115,0.4035,0.166,0.2,8
0,0.515,0.425,0.14,0.7665,0.341,0.1525,0.215,10
2,0.46,0.35,0.11,0.438,0.1905,0.086,0.1,8
0,0.68,0.505,0.185,1.6175,0.6565,0.3525,0.435,11
0,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195,10
1,0.6,0.475,0.155,1.14,0.531,0.24,0.265,8
2,0.44,0.345,0.115,0.4775,0.22,0.114,0.1035,7
2,0.425,0.31,0.1,0.3595,0.1635,0.081,0.091,8
2,0.405,0.3,0.09,0.3085,0.1505,0.0385,0.0845,8
2,0.32,0.24,0.075,0.1785,0.068,0.0385,0.05,7
2,0.3,0.24,0.085,0.1065,0.029,0.0105,0.051,7
1,0.66,0.525,0.17,1.5175,0.693,0.326,0.3665,11
1,0.59,0.47,0.155,1.0105,0.4255,0.2435,0.32,14
2,0.305,0.255,0.09,0.1405,0.045,0.0265,0.0605,6
0,0.6,0.475,0.14,1.0385,0.481,0.2495,0.259,9
2,0.505,0.395,0.12,0.6885,0.294,0.149,0.17,8
2,0.475,0.36,0.11,0.4155,0.1885,0.086,0.12,7
0,0.685,0.535,0.175,1.5545,0.7105,0.3655,0.4105,11
0,0.67,0.525,0.2,1.4715,0.6195,0.3255,0.405,11
0,0.53,0.435,0.16,0.883,0.2815,0.164,0.335,13
2,0.53,0.41,0.105,0.516,0.1915,0.1125,0.165,8
2,0.525,0.4,0.135,0.717,0.3075,0.1525,0.204,8
0,0.65,0.505,0.175,1.382,0.642,0.3295,0.36,10
0,0.585,0.45,0.17,0.9685,0.3695,0.1895,0.36,14
0,0.2,0.145,0.04,0.036,0.0125,0.008,0.01,3
2,0.36,0.265,0.09,0.1735,0.0615,0.0305,0.065,6
2,0.405,0.3,0.105,0.2885,0.1215,0.0455,0.09,9
1,0.605,0.475,0.145,1.079,0.479,0.231,0.271,9
1,0.635,0.51,0.185,1.4015,0.6965,0.3035,0.344,11
2,0.43,0.355,0.105,0.406,0.1255,0.0855,0.105,7
0,0.375,0.27,0.08,0.215,0.0855,0.0375,0.085,11
1,0.61,0.485,0.18,1.153,0.4505,0.2315,0.31,15
2,0.415,0.305,0.1,0.2805,0.1145,0.0575,0.085,8
0,0.59,0.47,0.15,1.114,0.4765,0.2155,0.265,8
0,0.635,0.49,0.19,1.2435,0.5805,0.313,0.335,9
1,0.595,0.47,0.135,0.9365,0.4385,0.207,0.27,10
2,0.37,0.27,0.08,0.1855,0.065,0.045,0.06,9
0,0.535,0.43,0.185,0.8395,0.3935,0.181,0.22,7
1,0.585,0.455,0.15,0.8875,0.2985,0.2075,0.33,12
2,0.375,0.27,0.09,0.2225,0.0875,0.0515,0.06,6
1,0.605,0.475,0.175,1.027,0.4725,0.2445,0.2705,9
1,0.645,0.5,0.19,1.463,0.6465,0.3905,0.38,10
2,0.42,0.28,0.095,0.2715,0.1145,0.057,0.067,6
1,0.485,0.395,0.13,0.581,0.2355,0.145,0.168,11
0,0.59,0.465,0.155,1.1295,0.465,0.2555,0.335,13
1,0.695,0.53,0.195,1.521,0.6265,0.3265,0.43,11
0,0.515,0.405,0.155,0.7635,0.3475,0.1825,0.225,9
2,0.255,0.18,0.065,0.0765,0.0275,0.0185,0.02,9
0,0.58,0.45,0.15,0.927,0.49,0.1855,0.24,9
2,0.535,0.42,0.125,0.6095,0.2765,0.148,0.1505,9
2,0.465,0.35,0.135,0.4845,0.229,0.095,0.1285,8
0,0.59,0.45,0.16,0.959,0.4375,0.2015,0.25,9
2,0.285,0.195,0.03,0.0815,0.028,0.017,0.0225,5
2,0.525,0.395,0.13,0.6445,0.2975,0.1235,0.22,9
2,0.415,0.31,0.1,0.3535,0.1645,0.0795,0.0915,8
0,0.71,0.56,0.205,1.9485,0.9455,0.366,0.46,11
0,0.635,0.495,0.175,1.229,0.5395,0.292,0.316,10
0,0.65,0.525,0.185,1.4195,0.6645,0.3195,0.405,11
1,0.52,0.41,0.125,0.6335,0.2305,0.125,0.235,15
2,0.255,0.18,0.065,0.086,0.036,0.022,0.023,6
0,0.52,0.415,0.14,0.7575,0.305,0.1615,0.18,8
2,0.535,0.39,0.145,0.7775,0.3565,0.1715,0.215,9
0,0.625,0.515,0.16,1.2765,0.569,0.2615,0.3695,10
0,0.55,0.415,0.15,0.7535,0.3285,0.1635,0.199,7
2,0.375,0.29,0.085,0.271,0.1215,0.0585,0.079,6
2,0.34,0.255,0.095,0.1855,0.07,0.0425,0.057,7
1,0.5,0.365,0.105,0.7535,0.4195,0.142,0.1755,7
0,0.325,0.26,0.075,0.1675,0.063,0.0335,0.053,7
1,0.62,0.48,0.155,1.1155,0.547,0.2435,0.291,9
1,0.575,0.45,0.155,0.9385,0.3685,0.1465,0.345,16
0,0.725,0.55,0.2,1.607,0.744,0.3105,0.498,11
0,0.655,0.53,0.175,1.4565,0.667,0.2815,0.445,14
1,0.555,0.42,0.125,0.7665,0.33,0.1705,0.21,10
1,0.565,0.45,0.125,0.8105,0.3595,0.1615,0.25,12
2,0.45,0.35,0.115,0.4775,0.2025,0.1075,0.1325,8
2,0.52,0.395,0.125,0.5805,0.2445,0.1335,0.165,9
1,0.57,0.455,0.175,1.0605,0.5235,0.2105,0.275,14
0,0.545,0.45,0.13,0.738,0.273,0.17,0.21,12
0,0.74,0.565,0.175,1.7405,0.8365,0.369,0.3885,9
1,0.63,0.505,0.2,1.3035,0.4355,0.2425,0.485,13
2,0.47,0.355,0.12,0.4475,0.1755,0.081,0.135,8
0,0.53,0.435,0.15,0.8395,0.3695,0.157,0.25,10
0,0.68,0.545,0.175,1.3165,0.5835,0.258,0.3395,10
0,0.71,0.565,0.205,1.8275,0.69,0.4095,0.54,13
0,0.66,0.505,0.175,1.4005,0.6275,0.35,0.37,11
2,0.495,0.4,0.115,0.6995,0.2615,0.1475,0.23,11
0,0.43,0.35,0.105,0.4135,0.182,0.1025,0.1135,8
0,0.5,0.415,0.145,0.6975,0.262,0.1575,0.24,10
1,0.625,0.485,0.17,1.1045,0.5395,0.2365,0.315,10
2,0.585,0.45,0.14,0.8685,0.3425,0.1475,0.26,19
0,0.59,0.475,0.155,0.931,0.4235,0.2065,0.27,11
0,0.685,0.52,0.18,1.494,0.6645,0.3025,0.354,9
2,0.33,0.26,0.085,0.1885,0.0815,0.0265,0.055,6
0,0.73,0.575,0.185,1.844,0.9115,0.44,0.4775,11
1,0.57,0.46,0.15,1.013,0.464,0.2295,0.265,9
0,0.435,0.325,0.105,0.287,0.1185,0.037,0.113,12
0,0.625,0.5,0.165,1.1785,0.4155,0.2215,0.309,9
2,0.2,0.145,0.05,0.0385,0.0125,0.0075,0.01,3
1,0.67,0.51,0.17,1.2915,0.658,0.2745,0.315,10
2,0.18,0.125,0.04,0.0455,0.0095,0.0065,0.008,4
1,0.53,0.41,0.125,0.6765,0.32,0.1415,0.1895,8
1,0.635,0.495,0.16,1.2735,0.532,0.2735,0.3365,10
1,0.575,0.445,0.145,0.984,0.4035,0.185,0.265,9
2,0.435,0.31,0.095,0.411,0.1725,0.0855,0.095,8
2,0.525,0.425,0.14,0.764,0.2575,0.1455,0.24,14
2,0.42,0.315,0.11,0.3625,0.174,0.0635,0.12,7
0,0.525,0.425,0.145,0.8655,0.293,0.1715,0.32,11
2,0.565,0.44,0.145,0.8515,0.3755,0.1515,0.27,11
0,0.63,0.495,0.195,1.2255,0.408,0.2705,0.385,17
2,0.255,0.195,0.06,0.08,0.0235,0.01,0.025,6
0,0.585,0.445,0.145,0.9975,0.434,0.2125,0.335,11
0,0.525,0.405,0.145,0.857,0.3625,0.1775,0.265,13
0,0.525,0.415,0.145,0.8425,0.3085,0.2245,0.285,13
0,0.69,0.55,0.18,1.8725,0.9115,0.419,0.4395,10
1,0.535,0.425,0.145,0.8975,0.3915,0.1755,0.2595,10
1,0.55,0.44,0.14,0.991,0.348,0.168,0.375,18
0,0.575,0.46,0.145,0.9285,0.4275,0.1635,0.24,9
2,0.46,0.385,0.1,0.494,0.2125,0.0935,0.113,7
0,0.61,0.47,0.165,1.043,0.4835,0.2,0.31,10
0,0.595,0.475,0.155,1.229,0.5305,0.3135,0.335,13
